title,role,date,authors,price,downloads,revenue
"European Tech Marketing Is Different: Here's How","Sales Enablement",101650168.4386971,"[ ""Peter O'Neill"", ""Peter Burris"", ""Sophia I. Vargas"" ]","499","346",172654.0
"Case Study: Regence Uses Chat To Boost Customer Satisfaction","Customer Experience",101650169.1823969,"[ ""Moira Dorsey"" ]","499","515",256985.0
"Uganda IT Opportunity 2010 Data Tables","CIO",101650169.799206,"[]",,"8",
"Uganda IT Opportunity 2010","CIO",101650170.403965,"[]","2495","20",49900.0
"Kenya IT Opportunity 2010 Data Tables","CIO",101650170.889806,"[]",,"18",
"2011 Top 10 IaaS Cloud Predictions For I&O Leaders – An Empowered Report","Infrastructure & Operations",101736571.4136,"[ ""James Staten"", ""Lauren E. Nelson"" ]","499","2119",1057381.0
"CRM Solutions For The Finance And Insurance Industries","Application Development & Delivery",101736574.519891,"[ ""Paul D. Hamerman"" ]","499","1548",772452.0
"Application Infrastructure Strategies Affirm A Need For Greater Flexibility","Application Development & Delivery",101736576.3314669,"[ ""Jost Hoppermann"" ]","499","388",193612.0
"Mobile Technographics®: US Online Shoppers – A POST Report","eBusiness & Channel Strategy",101736576.948405,"[ ""Julie A. Ask"", ""J. P. Gownder"" ]","499","1400",698600.0
"App Portfolio Development For Manufacturers: Balance Customer Service With Efficiency","Application Development & Delivery",101736577.442575,"[ ""George Lawrie"" ]","499","175",87325.0
"How Consumers Find Websites In 2010 – A Social Computing Report","Marketing Leadership",101736578.0808971,"[ ""Shar VanBoskirk"", ""Jennifer Wise"" ]","499","904",451096.0
"Nokia And Microsoft Tie The Smartphone Knot","Marketing Leadership",101736578.5791011,"[ ""J. P. Gownder"" ]","195","439",85605.0
"Overcome Inertia By Adopting A Business Process Change Discipline","Enterprise Architecture",101995779.408463,"[ ""Craig Le Clair"", ""Clay Richardson"" ]","499","551",274949.0
"Cloud Orchestration Models","Sourcing & Vendor Management",101995780.250334,"[ ""Liz Herbert"" ]","499","1655",825845.0
"CIOs: The Web's Golden Age Is Ending","CIO",102082181.0429659,"[ ""Sharyn Leaver"", ""Josh Bernoff"", ""Shar VanBoskirk"" ]","499","447",223053.0
"Market Overview: Smart Grid IT Vendors","Infrastructure & Operations",101563781.56534,"[ ""Doug Washburn"", ""Stephanie Balaouras"" ]","2495","1070",2669650.0
"It's Time To Move Your Business Analysts To An Adaptive, Tool-Kit-Driven Requirements Approach","Application Development & Delivery",101563782.4641759,"[]","499","1031",514469.0
"Best Practices: Implementing An EA Management Suite","Enterprise Architecture",102082183.1911509,"[ ""Alex Cullen"", ""Henry Peyret"" ]","499","773",385727.0
"The Forrester Wave™: Enterprise Data Warehousing Platforms, Q1 2011","Application Development & Delivery",96124184.33597708,"[ ""Boris Evelson"" ]","2495","3377",8425615.0
"Which Technology Trends Will Affect Your Infrastructure Architecture","Enterprise Architecture",102082184.983881,"[ ""Alex Cullen"" ]","499","1327",662173.0
"Tech Distribution Changes In A Cloudy Industry","Sales Enablement",102082185.897284,"[ ""Peter O'Neill"", ""Peter Burris"", ""Sophia I. Vargas"" ]","499","544",271456.0
"Current Business Architecture Models Lack Both Breadth And Depth","Enterprise Architecture",101650187.638052,"[ ""Alex Cullen"" ]","499","1141",569359.0
"Motivating IT Employees -- Part 1","CIO",102082188.314285,"[ ""Marc Cecere"", ""Sharyn Leaver"" ]","499","1239",618261.0
"Appliance Power: Deliver Advanced Analytics Into Customer-Facing Processes","Application Development & Delivery",102168588.9146669,"[ ""Boris Evelson"" ]","499","894",446106.0
"Simpler Database Migrations Have Arrived!","Application Development & Delivery",102168589.435703,"[ ""Noel Yuhanna"" ]","499","307",153193.0
"Major Digital Design Projects Set The Stage For More Spending In 2011","Customer Experience",102168590.066021,"[]","499","320",159680.0
"Wake-Up Call: You Aren't Ready For A Disaster","Infrastructure & Operations",102168590.6803169,"[ ""Stephanie Balaouras"" ]","499","615",306885.0
"Globally Competitive Markets Demand Businesses Collaborate Beyond The Firewall","CIO",102168591.3934741,"[ ""TJ Keitt"" ]","499","248",123752.0
"Updated Q1 2011: Is Green IT Your Emperor With No Clothes?","Infrastructure & Operations",102168592.1857231,"[ ""Doug Washburn"", ""Laura Koetzle"" ]","499","426",212574.0
"Which Investors Are Likely To Adopt eDelivery?","eBusiness & Channel Strategy",102168592.868695,"[ ""Bill Doyle"", ""Benjamin Ensor"" ]","499","334",166666.0
"Europeans See New Opportunities In Combo IP Video-UC Solution Sourcing","Sourcing & Vendor Management",102168593.4426911,"[ ""Chris Andrews"" ]","499","325",162175.0
"Case Study: Giffgaff Uses Co-Creation To Build A Differentiated Mobile Service Business – A Social Computing Report","Marketing Leadership",102168594.0598831,"[ ""J. P. Gownder"" ]","499","415",207085.0
"The Essential Product Manager/Marketer Role In SaaS Innovation","Application Development & Delivery",102168594.683177,"[ ""Peter Burris"" ]","499","602",300398.0
"US Investors Adopt eDelivery, But Most Still Want Paper","eBusiness & Channel Strategy",102168595.310925,"[ ""Bill Doyle"", ""Benjamin Ensor"" ]","499","311",155189.0
"AR's Opportunity To Deliver Publication-Ready Content","Analyst Relations",102168595.781172,"[ ""Kevin Lucas"" ]","499","243",121257.0
"The Media That Investors Read, Watch, And Use","CMO",102254996.422956,"[ ""Bill Doyle"" ]","499","312",155688.0
"Website Functionality Benchmark 2010: European Apparel Multichannel Retailers","eBusiness & Channel Strategy",102254997.019006,"[ ""Patti Freeman Evans"" ]","499","538",268462.0
"The Wealth Management Firms US Investors Use","CMO",102254997.8334041,"[ ""Bill Doyle"" ]","499","465",232035.0
"How To Define The Role Of Digital In Integrated Campaigns","CMO",102254998.9829471,"[ ""David M. Cooperstein"", ""Cory Munchbach"" ]","499","1186",591814.0
"Emerging Technologies B2B CMOs Should Watch In 2011","CMO",102254999.5724671,"[ ""David M. Cooperstein"" ]","499","723",360777.0
"The ROI Of UK Web Redesigns Made Simple","Customer Experience",102255000.607511,"[ ""Moira Dorsey"", ""Megan Burns"" ]","499","349",174151.0
"2010 US Credit Card Secure Site Rankings","eBusiness & Channel Strategy",102255001.213371,"[]","499","291",145209.0
"How To Define The Role Of Digital In Integrated Campaigns: Evaluation Criteria For Mapping Digital Strategies To Campaigns","CMO",102255001.643023,"[ ""David M. Cooperstein"", ""Cory Munchbach"" ]","499","55",27445.0
"Trends 2011: North American Insurance eBusiness And Channel Strategy","eBusiness & Channel Strategy",102255002.233438,"[ ""Ellen Carney"", ""Benjamin Ensor"" ]","499","1264",630736.0
"Technology Value Beyond The Buyer's Four Walls: External Stakeholder Impact Defined – A Business Technology (BT) Report","Sales Enablement",102255002.8611109,"[ ""Jon Erickson"" ]","499","331",165169.0
"Prepare For The Industrial Revolution Of I&O","Infrastructure & Operations",102082203.5712769,"[ ""Glenn O'Donnell"" ]","499","715",356785.0
"Five Ways To Streamline Release Management","Application Development & Delivery",102341406.058471,"[ ""Jeffrey S. Hammond"", ""John R. Rymer"" ]","499","1574",785426.0
"Enterprise Social Networking Can Help Crack The Code On Supplier Risk Management","Sourcing & Vendor Management",102341406.7308631,"[ ""Christopher McClean"" ]","499","422",210578.0
"Revisiting The Online Marketing Suite","Customer Insights",102341407.275141,"[]","2495","1186",2959070.0
"Spotlight On Security Service Providers For The US Government","Security & Risk",102341407.8883729,"[ ""Khalid Kark"", ""Christopher McClean"", ""Stephanie Balaouras"" ]","499","565",281935.0
"Outsourced Testing: Customers Get The Best Value When Vendors Think Outside Of The Box","Application Development & Delivery",102341408.3466711,"[ ""Margo Visitacion"" ]","2495","1027",2562365.0
"Courting The Ambivalent US Insurance Buyer","eBusiness & Channel Strategy",102600608.9032481,"[ ""Ellen Carney"", ""Zia Daniell Wigder"" ]","499","477",238023.0
"The Future Of EDI","Application Development & Delivery",102600610.8365779,"[]","499","690",344310.0
"The Evolution Of Integration Alternatives","Application Development & Delivery",102600611.586133,"[]","499","73",36427.0
"Successful PPM Implementations Require Commitment","Application Development & Delivery",102600612.188683,"[ ""Margo Visitacion"", ""Mike Gualtieri"" ]","499","696",347304.0
"Best And Worst Of Website User Experience, 2010","Customer Experience",102600612.795826,"[ ""Ron Rogowski"" ]","499","1422",709578.0
"Orchestrate Direct-To-Consumer Sales As Part Of Your Brand Experience","CMO",102687013.3964911,"[ ""David M. Cooperstein"", ""Sucharita Mulpuru"", ""Cory Munchbach"" ]","499","488",243512.0
"Create Sales-Ready Market Intelligence Using Forrester's Customer Conversation Framework","Sales Enablement",102687013.9087019,"[ ""Dean Davison"", ""Scott Santucci"" ]","499","382",190618.0
"Solvency II — What It Means To You","Application Development & Delivery",102687014.6430409,"[ ""George Lawrie"", ""Ellen Carney"" ]","499","342",170658.0
"Application Retirement — It's Time To Put The Elephant In The Room On A Diet","Application Development & Delivery",102687015.2514851,"[ ""Phil Murphy"", ""John R. Rymer"" ]","499","652",325348.0
"Transforming Application Delivery – An Empowered Report","Application Development & Delivery",102687015.7657421,"[ ""Diego Lo Giudice"" ]","499","1694",845306.0
"Should ITO Customers Also Outsource Service Integration?","Sourcing & Vendor Management",102687016.3874891,"[ ""William Martorelli"" ]","499","488",243512.0
"Schools Move Beyond The Basics: Competition Will Drive Technology Into The Education Market – A BT Futures Report","CIO",102773417.293257,"[ ""Jennifer Belissent, Ph.D."", ""Christopher Mines"" ]","499","1330",663670.0
"The Seven C's Of Web Content Management – A Social Computing Report","Application Development & Delivery",102773417.918999,"[ ""Stephen Powers"" ]","499","1530",763470.0
"Forrester's Data Management Reference Architecture","Application Development & Delivery",102773418.553319,"[ ""Noel Yuhanna"", ""Gene Leganza"", ""Boris Evelson"", ""Leslie Owens"" ]","499","3037",1515463.0
"Marketing Services Firms Need To Prepare For Growth In 2011","Sales Enablement",102773419.046593,"[ ""Peter Burris"", ""Sophia I. Vargas"" ]","499","244",121756.0
"Case Study: International Power's Information Workplace – An Information Workplace Report","CIO",102773419.6413071,"[ ""Anjali Yakkundi"" ]","499","375",187125.0
"Key Players In The Software Reseller Market","Sourcing & Vendor Management",102773420.086195,"[ ""Duncan Jones"" ]","2495","581",1449595.0
"PRC IT Services Report: 2010","Sourcing & Vendor Management",102859821.1012931,"[ ""Frederic Giron"", ""Gene Cao"" ]","2495","33",82335.0
"Turkey Public Sector Market Analysis","CIO",102859821.595495,"[]","2495","41",102295.0
"Investing In Tech Marketing, 2011","Marketing Leadership",102859822.237747,"[ ""Peter Burris"", ""Peter O'Neill"" ]","499","897",447603.0
"2011 Demand Management Budget Trends","Sales Enablement",102859824.7595971,"[ ""Peter O'Neill"", ""Sophia I. Vargas"" ]","499","364",181636.0
"India IT Services Report: 2010","Sourcing & Vendor Management",102859825.3684361,"[ ""Frederic Giron"" ]","2495","87",217065.0
"Tech Marketers Pursue Antiquated Marketing Strategies","Application Development & Delivery",102859825.9984691,"[ ""Peter O'Neill"" ]","499","545",271955.0
"ANZ IT Services Report: 2010","Sourcing & Vendor Management",102859826.5201001,"[ ""Frederic Giron"" ]","2495","40",99800.0
"Tech Marketers Are Poised To Ramp Channel Investment","Sales Enablement",102859827.155236,"[ ""Peter Burris"" ]","499","448",223552.0
"Another Year Of Outperformance For The Tech Industry – A BT Futures Report","CIO",102946227.6451149,"[ ""Christopher Mines"", ""Pascal Matzke"", ""Holger Kisker, Ph.D."", ""Frank E. Gillett"", ""Michele Pelino"", ""Andrew Bartels"", ""Stefan Ried, Ph.D."", ""Heidi Shey"" ]","2495","945",2357775.0
"The Forrester Wave™: US Search Marketing Agencies, Q1 2011","Marketing Leadership",102946228.1476779,"[ ""Shar VanBoskirk"", ""Nate Elliott"" ]","2495","1393",3475535.0
"Five Retail eCommerce Trends To Watch In 2011 – A Social Computing Report","eBusiness & Channel Strategy",102946228.8969929,"[ ""Sucharita Mulpuru"" ]","499","3127",1560373.0
"The Forrester Wave™: Dynamic Case Management, Q1 2011","Application Development & Delivery",102946229.7755189,"[ ""Derek Miers"", ""Craig Le Clair"" ]","2495","2008",5009960.0
"Software Contract Review Checklist","Sourcing & Vendor Management",102946230.4346631,"[ ""Duncan Jones"" ]","499","46",22954.0
"Get To Know Your 2010 Business Analysts","Application Development & Delivery",102946230.9278851,"[]",,"39",
"Using Competitors' Trademarks In Your Paid Search Strategy","Marketing Leadership",102168632.6474011,"[ ""Nate Elliott"", ""James McDavid"" ]","499","347",173153.0
"The Attribution Readiness Self-Test","Customer Insights",102946233.3940859,"[ ""Fatemeh Khatibloo"", ""Allison Smith"" ]","499","288",143712.0
"Make Business And Customer Intelligence  Sales-Ready Using Forrester's Framework","Sales Enablement",102946234.1882961,"[ ""Dean Davison"", ""Scott Santucci"" ]","499","310",154690.0
"US Mobile Banking Forecast, 2010 To 2015","eBusiness & Channel Strategy",102946235.0117381,"[ ""Benjamin Ensor"", ""Peter Wannemacher"" ]","499","1683",839817.0
"Forrester Research Web-Influenced Retail Sales Forecast, 2010 To 2015 (US)","eBusiness & Channel Strategy",102946235.741569,"[ ""Vikram Sehgal"" ]","5750","17",97750.0
"2011 Online Retail Technology Investment Outlook","eBusiness & Channel Strategy",102773436.6700599,"[ ""Carrie Johnson"", ""Lily Varon"" ]","499","1195",596305.0
"Portrait Of A Government Information Worker – An Information Workplace Report","CIO",103205437.3029771,"[ ""TJ Keitt"", ""Ted Schadler"" ]","499","565",281935.0
"VMO Trends To Watch In 2011","Sourcing & Vendor Management",103205437.8838661,"[]","499","781",389719.0
"How The Voice Of The Employee Empowers Customer Experience Efforts – An Empowered Report","Customer Experience",103205438.448518,"[]","499","972",485028.0
"European Cloud Infrastructure-As-A-Service (IaaS) Outlook","Infrastructure & Operations",103205439.138767,"[ ""Christopher Voce"" ]","499","837",417663.0
"Case Study: BAE Systems Uses Customer Satisfaction Metrics To Focus On Business Value – A Business Technology (BT) Report","CIO",103205439.7434931,"[ ""Chip Gliedman"", ""Nigel Fenwick"" ]","499","394",196606.0
"Australian Online Retail Forecast, 2010 To 2015","eBusiness & Channel Strategy",103205442.1765001,"[ ""Patti Freeman Evans"", ""Vikram Sehgal"" ]","499","530",264470.0
"Integrate EA With ITIL Service Portfolio Management","Enterprise Architecture",96037843.01817989,"[ ""Henry Peyret"", ""Wolfgang Benkel"", ""Alex Cullen"" ]","499","1919",957581.0
"How eBusiness Executives At Financial Services Firms Are Successfully Using Twitter – A Social Computing Report","eBusiness & Channel Strategy",102341443.660799,"[ ""Peter Wannemacher"", ""Nate Elliott"" ]","499","997",497503.0
"Case Study: ThoughtWorks Makes Distributed Agile Work","Application Development & Delivery",101650245.2537551,"[]","499","555",276945.0
"How eBusiness Can Court Multichannel Catalog And TV Shoppers","eBusiness & Channel Strategy",103291845.8811419,"[ ""Sucharita Mulpuru"", ""Patti Freeman Evans"" ]","499","389",194111.0
"Smartphone Trends 2011","Marketing Leadership",103291846.617311,"[ ""Thomas Husson"" ]","499","2232",1113768.0
