title,role,date,authors,authorscore,price,downloads,revenue
(Mis)Managing The Application Life Cycle,CIO,160754045.4618919,[u'John Brand'],28786.196261682242,,20,
Four Essential Components Of Successful Innovation Initiatives,Sourcing & Vendor Management,160754046.06025195,[u'Chris Andrews'],481104.3922829582,2495,918,2290410.0
Technographics Insight:  How Do US Consumers View The Role of Government Regulation With Their Primary Bank?,eBusiness & Channel Strategy,160754046.5247681,[u'Andrew Peach'],0.0,,0,
Campaign Management Needs A Reboot,Customer Insights,160754047.24618196,[u'Carlton A. Doty'],499922.75757575757,499,1378,687622.0
Consumers Fancy Devices With Style,Marketing Leadership,160754047.94204307,[u'J. P. Gownder'],392243.7913043478,499,403,201097.0
Talk To Youth The Way They Talk To Each OtherA Social Computing Report,Marketing Leadership,160754048.5572579,"[u'Josh Bernoff', u'Shar VanBoskirk']",722552.1900452488,499,648,323352.0
"Collaboration And Web 2.0 Technology Adoption, Q4 2008",CIO,160754049.06221604,[u'TJ Keitt'],553844.7157894737,,9,
"Inquiry Spotlight: E-Signatures, Q2 2009",Security & Risk,160754050.09981203,[],0,499,465,232035.0
Platform-As-A-Service Is Here: How To Sift Through The Options,Application Development & Delivery,160840450.59692907,"[u'John R. Rymer', u'Randy Heffner', u'Jeffrey S. Hammond', u'James Staten']",913327.8214285715,2495,2187,5456565.0
Retail Technology Investment Priorities,CIO,160840451.5114429,"[u'George Lawrie', u'Sharyn Leaver']",610513.6403508772,499,1208,602792.0
"Technographics Survey Highlights: North American Technographics Post-Holiday Retail Online Survey, Q1 2009 (US)",eBusiness & Channel Strategy,160840452.12578797,[u'Vikram Sehgal'],264795.8024691358,,0,
"Retail Executive Survey, 2008: Using Maslow To Set Site Investment PrioritiesA Social Computing Report",eBusiness & Channel Strategy,160840452.87716293,[u'Patti Freeman Evans'],544971.5518867924,499,243,121257.0
Bridging The Gap: Asia Pacific IT Skills Report,CIO,160840453.39669704,[u'Dane Anderson'],56686.714765100674,2495,7,17465.0
CMDB Manager  Job Profile And Description,Infrastructure & Operations,160840453.83909297,[],0,499,8,3992.0
Service Manager  Job Profile And Description,Infrastructure & Operations,160840454.30322194,[],0,499,8,3992.0
US IT Market Outlook: Q1 2009,CIO,160926856.04028702,[u'Andrew Bartels'],1263582.44,499,801,399699.0
Wireless Architect -- Job Profile And Description,Infrastructure & Operations,160926856.54235196,[],0,499,4,1996.0
Healthcare Identity And Access Management,eBusiness & Channel Strategy,160926858.9025061,[],0,,11,
Technographics Insight: Analysis Of Consumer Reactions To The Current Economic Situation,Marketing Leadership,160926859.492692,[],0,,0,
"Expand Globally, Market Locally",CIO,160926860.19474697,"[u'Jennifer Belissent, Ph.D.', u'Peter Burris']",623245.5490196078,499,746,372254.0
Mobile Operations -- Job Profile And Description,Infrastructure & Operations,160926860.6404369,[],0,499,4,1996.0
Return To The Behavioral Bandwagon,Marketing Leadership,160926861.826591,[u'Nate Elliott'],493198.837398374,499,300,149700.0
B2B Digital Marketing: A Deep Dive Into Software Decision-MakersA Social Computing Report,Marketing Leadership,160926862.41293597,"[u'Laura Ramos', u'Peter Burris']",376683.9521276596,499,652,325348.0
Get The Tools For Business Analyst Success,Enterprise Architecture,160926863.1093719,[],0,499,870,434130.0
Understanding The Marketing And IT Relationship,Customer Insights,160926863.89976907,[u'Carlton A. Doty'],499922.75757575757,499,692,345308.0
Five Hot Technologies For Enterprise Architects,Enterprise Architecture,160926864.7693591,"[u'Jost Hoppermann', u'Randy Heffner']",573496.5541401274,499,1131,564369.0
The Open Cloud Manifesto Offers Worthy Ideals,CIO,161013265.16971898,[u'Frank E. Gillett'],591088.1891891892,199,378,75222.0
US Leisure Travel Sale Seekers Are On The Rise,eBusiness & Channel Strategy,161013265.76237512,[],0,499,458,228542.0
EMEA IT Outsourcing Deals: 2008 Review,CIO,161013266.28233695,[u'Pascal Matzke'],1017670.4539877301,2495,789,1968555.0
Preserving Commercial TV Revenues In A Down Economy,Marketing Leadership,161272466.9186921,[u'J. P. Gownder'],392243.7913043478,499,257,128243.0
Technographics Insight: Word-Of-Mouth Youths Are Active Online And Comfortable With Their Mobile DevicesA Social Computing Report,Marketing Leadership,161272467.43593693,[],0,,0,
Data Security And Regulatory Compliance Drive Healthcare Security Decisions,CIO,161272467.90235305,[],0,,5,
Inquiry Spotlight: Organizing Architecture Teams Q1 2009,Enterprise Architecture,161272468.414227,"[u'Gene Leganza', u'Alex Cullen']",535101.093877551,499,771,384729.0
Telecoms And The Economic Recession: Some Silver Linings Exist,CIO,161272468.93488693,[],0,199,324,64476.0
Cultivate Your Business Analyst Talent Pool,Enterprise Architecture,161272469.4975009,[],0,499,585,291915.0
A Template For Marketing The Vendor Management Office,Sourcing & Vendor Management,161272470.18512607,[u'John C. McCarthy'],543419.54,499,19,9481.0
"Market Momentum: IT Management Software Market, H2 2008",Sales Enablement,161272471.4205041,"[u""Peter O'Neill""]",800843.4126984127,499,285,142215.0
Case Study: Microsoft Speeds Tool Delivery With Agile Development,Application Development & Delivery,161272471.98098397,[],0,499,622,310378.0
eBusiness Customer Service And Support BenchmarkA Social Computing Report,eBusiness & Channel Strategy,161272472.51153588,[u'Carrie Johnson'],383516.32446808513,499,283,141217.0
Disaster Recovery Solutions Remain High On Healthcare's Agenda,eBusiness & Channel Strategy,161272473.0550151,[],0,,1,
CIOs: Consider Apps Support Alternatives For Cost Savings,CIO,161358874.14499593,"[u'Sharyn Leaver', u'Paul D. Hamerman']",860365.0378378378,2495,375,935625.0
Capacity Manager -- Job Profile And Description,Infrastructure & Operations,161358875.99854493,[u'Eveline Oehrlich'],626761.8120300752,499,4,1996.0
Predictions 2009: ePurchasing Market,CIO,161358876.78200006,[u'Andrew Bartels'],1263582.44,2495,846,2110770.0
Technographics Insight: Asia Pacific PC Uptake 2008,Marketing Leadership,161358877.31094503,[u'Reineke Reitsma'],249911.24621212122,,2,
Enterprise Architects Should Lead Business Service Portfolio DefinitionA Business Technology (BT) Report,Enterprise Architecture,161358877.95734692,[u'Alex Cullen'],526304.5814977974,499,933,465567.0
A First Look At Islamic Banking,Enterprise Architecture,161358878.57815003,"[u'Jost Hoppermann', u'Ellen Carney', u'Alex Cullen', u'Gene Leganza']",535101.093877551,499,460,229540.0
Case Study: Telstra's Telecom Marketing Excellence,CIO,161358879.17062998,[],0,499,726,362274.0
The Cord-Cutter Effect In Research,Customer Insights,161445279.73728395,[u'Reineke Reitsma'],249911.24621212122,499,296,147704.0
Demand Insights: Collaboration Market Healthy Despite Slumping Economy,CIO,161445280.31363702,[u'TJ Keitt'],553844.7157894737,499,485,242015.0
The Search Marketing Vendor Landscape,Marketing Leadership,161445280.8175881,"[u'Shar VanBoskirk', u'Christine Spivey Overby']",751503.4096385542,499,1014,505986.0
Case Study: How One Financial Services Firm Rationalized Staff Augmentation Use,Sourcing & Vendor Management,161445281.3531289,[],0,499,353,176147.0
"Why Sourcing Professionals Need To Get Aggressive With ""Bring Your Own PC"" Programs",Sourcing & Vendor Management,161445281.97399998,[],0,499,267,133233.0
Global Expansion Through International Shipping,eBusiness & Channel Strategy,161445282.83520508,"[u'Zia Daniell Wigder', u'Patti Freeman Evans']",544971.5518867924,499,322,160678.0
Consumers Delay Healthcare Due To Economic Woes,Customer Experience,161445283.5432279,[u'Ron Rogowski'],310971.2252747253,499,273,136227.0
Ensure Success For Agile Using Four Simple Steps,Application Development & Delivery,161531684.21515703,[],0,499,1280,638720.0
Test Management: The Secret Weapon In Your Arsenal To Build Dynamic SQA,Application Development & Delivery,161531684.79433608,"[u'Margo Visitacion', u'Jeffrey S. Hammond']",785642.4782608695,499,819,408681.0
The 2009 Outlook For Unified Communications In Europe,Infrastructure & Operations,161531685.34805703,[],0,499,920,459080.0
The Dynamic Decagon: The ASEAN IT Services Market And Forecast 2007-2011,CIO,161531685.84259796,[],0,2496,7,17472.0
"Social Technology Strategies For ""Boring"" Consumer BrandsA Social Computing Report",Marketing Leadership,161531686.49113393,"[u'Josh Bernoff', u'Christine Spivey Overby', u'Jennifer Wise']",751503.4096385542,499,1733,864767.0
Accounting Systems: The Nucleus Of Your Recession And Recovery Command Center,Enterprise Architecture,161531687.18523192,[u'Paul D. Hamerman'],860365.0378378378,499,660,329340.0
IBM's Bid For Sun Is About More Than Just Solaris And Java,CIO,161531687.65379405,"[u'Frank E. Gillett', u'Stefan Ried, Ph.D.', u'Jeffrey S. Hammond']",1771496.7567567567,199,375,74625.0
"The Forrester Wave: eSourcing, Q1 2009",Sourcing & Vendor Management,161618089.03994608,"[u'Duncan Jones', u'Philipp Karcher']",781744.0291262136,795,1175,934125.0
Video On Demand Must Compete With DVD And The Economic Downturn,Marketing Leadership,161618090.26213908,[],0,499,398,198602.0
Case Study: Customer Centricity Drives Esurances eBusiness StrategyA Social Computing Report,eBusiness & Channel Strategy,161618092.389992,[u'Benjamin Ensor'],432286.46875,499,1098,547902.0
Tools For IT Planning,CIO,161618092.99512792,"[u'Sharyn Leaver', u'Alex Cullen']",610513.6403508772,499,1587,791913.0
Case Study: Financial Services Firm Uses Vendor Management To Reduce Costs,CIO,161618093.6091001,[u'Marc Cecere'],673266.3119266055,499,636,317364.0
"Inquiry Spotlight: Master Data Management, Q1 2009",Enterprise Architecture,161618095.5833931,[u'Boris Evelson'],1300291.125,499,1486,741514.0
"Forrester Research Online Banking Forecast, 3/09 (US)",eBusiness & Channel Strategy,161877296.1380129,[],0,5750,0,0.0
Best Practices: Aligning Your Infrastructure And Operations Department Around Virtualization,Infrastructure & Operations,161877296.72441697,[],0,499,1680,838320.0
Case Study: The State Of Indiana Tunes Its I&O Department For Virtualization Success,Infrastructure & Operations,161877297.317914,[],0,499,274,136726.0
"Are Your Project Teams Living In ""Template Hell?""",Application Development & Delivery,161877298.95269108,[],0,499,973,485527.0
Simplifying Staff Augmentation With Contingent Workforce Management Solutions,Sourcing & Vendor Management,161877299.90303802,[],0,499,684,341316.0
"Technographics Survey Highlights: European Technographics Online Financial Services Survey, Q4 2008",eBusiness & Channel Strategy,161877300.36898994,[],0,,0,
"Inquiry Spotlight: Disaster Recovery, Q1 2009",Infrastructure & Operations,161877300.99545097,[u'Stephanie Balaouras'],634238.0085714286,499,680,339320.0
"IT Must ""Get"" Business SatisfactionA Business Technology (BT) Report",CIO,161877301.90095592,[u'Alex Cullen'],526304.5814977974,499,1130,563870.0
"Technographics Insight: In Asia Pacific, Australia Leads For Online Travel Research And Bookings",eBusiness & Channel Strategy,161877302.43005896,[],0,,2,
Customer Experience Index 2008 Snapshot: Airlines,Customer Experience,161877302.94890308,[],0,499,437,218063.0
"Driving Business Change, Part 3  Foundational IT Capabilities",CIO,161877303.64857888,"[u'Marc Cecere', u'Alex Cullen']",673266.3119266055,499,703,350797.0
"Swedish Online Retail And Travel Forecast, 2008 To 2014",eBusiness & Channel Strategy,161877304.22280407,"[u'Benjamin Ensor', u'Patti Freeman Evans']",544971.5518867924,2495,524,1307380.0
Embracing Chaos Is Smarter Than Seeking An Elusive Work/Life BalanceA Social Computing Report,Enterprise Architecture,161877305.100461,[],0,499,730,364270.0
Customer Experience Index 2008 Snapshot: Internet Service Providers,Customer Experience,161963705.72376704,[],0,499,322,160678.0
"Dutch Online Retail And Travel Forecast, 2008 To 2014",eBusiness & Channel Strategy,161963706.24008298,[u'Benjamin Ensor'],432286.46875,2495,557,1389715.0
Don't Panic! The IT Jobs Picture Isn't As Bad As You Think,Infrastructure & Operations,161963706.7310779,[u'Andrew Bartels'],1263582.44,2495,438,1092810.0
Six Ways Online Publishers Can Boost CPMs,Marketing Leadership,161963707.34756804,[u'Shar VanBoskirk'],722552.1900452488,499,690,344310.0
Hollow Out The MOOSE: Reducing Cost With Strategic RightsourcingA Business Technology (BT) Report,Infrastructure & Operations,161963709.0944991,"[u'James Staten', u'Lauren E. Nelson']",912649.6710526316,499,1229,613271.0
"Future View: Mobile Unified Communications Demand And Evolution, 2009 To 2014",Infrastructure & Operations,161963709.7508781,[u'Michele Pelino'],762713.256097561,2495,1879,4688105.0
Widgets Complement Mobile Operators' Consumer Mobile Internet ServicesA Social Computing Report,Marketing Leadership,161963710.33281493,"[u'Thomas Husson', u'Michelle de Lussanet']",652193.1055900621,499,326,162674.0
Media Trends: Time Spent On The Internet Continues To GrowA Social Computing Report,Marketing Leadership,162050110.91917396,[],0,499,560,279440.0
Interwoven Becomes Less Autonomous,CIO,162050111.32011795,[u'John Brand'],28786.196261682242,,5,
"The Forrester Wave: Information Security And IT Risk Consulting, Q1 2009",Security & Risk,162050111.83523107,[u'Khalid Kark'],601279.7472527473,795,1810,1438950.0
"Market Momentum: Tech-Enabled Business Services Market Activity, H2 2008A Business Technology (BT) Report",Sourcing & Vendor Management,162136512.30028605,"[u'Chris Andrews', u'Jean-Pierre Garbani']",1019003.2824858757,2495,440,1097800.0
Topic Overview: How BPM Can Help The Bottom Line In Difficult Financial Times,Enterprise Architecture,162136515.4412341,[u'Gene Leganza'],535101.093877551,,2480,
New Contract Terms For Outsourcing Deals,Sourcing & Vendor Management,162136516.5033679,[u'William Martorelli'],734511.6578947369,499,877,437623.0
Web Conferencing Applications In Asia Pacific,CIO,162136517.1664939,[u'Dane Anderson'],56686.714765100674,599,4,2396.0
Make The Most Of Web Site Satisfaction Surveys,Customer Experience,162136517.82507992,"[u'Megan Burns', u'Ron Rogowski']",534937.7636363637,499,845,421655.0
"Case Study: Archstone, Drowning In Paper, Surfaces With A High-Impact BPM Solution",Enterprise Architecture,162136518.78482103,[u'Clay Richardson'],730319.7878787878,499,295,147205.0
"Staying Connected: The Next Wave In Asia Pacific Enterprise Mobility, 2008-2012",CIO,162136519.32293797,[u'Dane Anderson'],56686.714765100674,2495,18,44910.0
Inquiry Spotlight: Contract Negotiations,Sourcing & Vendor Management,162136519.8571589,[u'Liz Herbert'],650577.5357142857,499,508,253492.0
SAP Harmonizes Portfolio With Business Suite 7,Enterprise Architecture,162136520.63197207,"[u'Paul D. Hamerman', u'Sharyn Leaver']",860365.0378378378,199,534,106266.0
Enterprise BI Survey Q&A: BI Professionals Recognize The Need To Focus Beyond Tools,Application Development & Delivery,162136521.16209102,[u'Boris Evelson'],1300291.125,499,1002,499998.0
Customer Experience Budgets Weather The Storm In 2009,Customer Experience,162136521.8095479,[u'Megan Burns'],534937.7636363637,499,372,185628.0
Justifying Application Modernization: Industry Analogies Explain Choices In A Business Context,Application Development & Delivery,162136522.48797297,[u'Phil Murphy'],529789.7339449541,499,683,340817.0
